"CpG_ID","N_samples_imputed","Pct_samples_imputed"
"cg00310125",2,9.52380952380952
"cg00314260",1,4.76190476190476
"cg00315736",4,19.047619047619
"cg00321286",2,9.52380952380952
"cg00321682",3,14.2857142857143
"cg00322133",1,4.76190476190476
"cg00325112",11,52.3809523809524
"cg00325272",2,9.52380952380952
"cg00329166",1,4.76190476190476
"cg00330542",4,19.047619047619
"cg00336022",14,66.6666666666667
"cg00336168",1,4.76190476190476
"cg00339008",7,33.3333333333333
"cg00339240",6,28.5714285714286
"cg00339396",1,4.76190476190476
"cg00342233",1,4.76190476190476
"cg00347741",1,4.76190476190476
"cg00347921",1,4.76190476190476
"cg00350284",7,33.3333333333333
"cg00350932",8,38.0952380952381
"cg00356643",3,14.2857142857143
"cg00358459",1,4.76190476190476
"cg00359216",1,4.76190476190476
"cg00362113",1,4.76190476190476
"cg00368414",3,14.2857142857143
"cg00369165",14,66.6666666666667
"cg00369166",1,4.76190476190476
"cg00369990",1,4.76190476190476
"cg00375389",4,19.047619047619
"cg00378473",1,4.76190476190476
"cg00379649",1,4.76190476190476
"cg00380209",5,23.8095238095238
"cg00380931",8,38.0952380952381
"cg00381473",1,4.76190476190476
"cg00383938",2,9.52380952380952
"cg00387287",2,9.52380952380952
"cg00387872",1,4.76190476190476
"cg00389259",1,4.76190476190476
"cg00391990",1,4.76190476190476
"cg00394381",7,33.3333333333333
"cg00401101",2,9.52380952380952
"cg00401276",1,4.76190476190476
"cg00401797",1,4.76190476190476
"cg00402357",2,9.52380952380952
"cg00408260",1,4.76190476190476
"cg00409537",6,28.5714285714286
"cg00409905",1,4.76190476190476
"cg00413063",1,4.76190476190476
"cg00415071",3,14.2857142857143
"cg00418160",1,4.76190476190476
"cg00418313",1,4.76190476190476
"cg00418528",1,4.76190476190476
"cg00419897",1,4.76190476190476
"cg00422975",3,14.2857142857143
"cg00426518",1,4.76190476190476
"cg00426544",3,14.2857142857143
"cg00432328",1,4.76190476190476
"cg00434475",6,28.5714285714286
"cg00435408",1,4.76190476190476
"cg00436969",1,4.76190476190476
"cg00439230",1,4.76190476190476
"cg00443133",1,4.76190476190476
"cg00449930",1,4.76190476190476
"cg00457913",1,4.76190476190476
"cg00458607",3,14.2857142857143
"cg00459354",1,4.76190476190476
"cg00461890",1,4.76190476190476
"cg00462688",4,19.047619047619
"cg00465079",1,4.76190476190476
"cg00469329",1,4.76190476190476
"cg00469867",2,9.52380952380952
"cg00470154",2,9.52380952380952
"cg00471617",1,4.76190476190476
"cg00472914",1,4.76190476190476
"cg00475235",4,19.047619047619
"cg00477377",3,14.2857142857143
"cg00479827",7,33.3333333333333
"cg00482267",4,19.047619047619
"cg00483546",10,47.6190476190476
"cg00483729",4,19.047619047619
"cg00484861",4,19.047619047619
"cg00488012",2,9.52380952380952
"cg00494911",1,4.76190476190476
"cg00499201",1,4.76190476190476
"cg00500551",1,4.76190476190476
"cg00503760",1,4.76190476190476
"cg00504075",1,4.76190476190476
"cg00507564",1,4.76190476190476
"cg00507953",1,4.76190476190476
"cg00513805",1,4.76190476190476
"cg00514511",3,14.2857142857143
"cg00519427",1,4.76190476190476
"cg00520595",4,19.047619047619
"cg00523555",1,4.76190476190476
"cg00524818",2,9.52380952380952
"cg00527195",1,4.76190476190476
"cg00528241",5,23.8095238095238
"cg00529656",10,47.6190476190476
"cg00532778",2,9.52380952380952
"cg00535029",1,4.76190476190476
"cg00537045",1,4.76190476190476
"cg00542604",1,4.76190476190476
"cg00543286",4,19.047619047619
"cg00552735",4,19.047619047619
"cg00554165",3,14.2857142857143
"cg00555479",2,9.52380952380952
"cg00555874",1,4.76190476190476
"cg00559081",1,4.76190476190476
"cg00561395",1,4.76190476190476
"cg00564612",1,4.76190476190476
"cg00564790",1,4.76190476190476
"cg00565163",2,9.52380952380952
"cg00567588",1,4.76190476190476
"cg00569850",2,9.52380952380952
"cg00574023",8,38.0952380952381
"cg00574800",2,9.52380952380952
"cg00576632",4,19.047619047619
"cg00582542",1,4.76190476190476
"cg00582557",5,23.8095238095238
"cg00583022",1,4.76190476190476
"cg00585031",1,4.76190476190476
"cg00586317",1,4.76190476190476
"cg00590602",8,38.0952380952381
"cg00591890",2,9.52380952380952
"cg00592233",4,19.047619047619
"cg00592315",1,4.76190476190476
"cg00592410",1,4.76190476190476
"cg00592598",13,61.9047619047619
"cg00593340",1,4.76190476190476
"cg00600261",12,57.1428571428571
"cg00601174",1,4.76190476190476
"cg00601186",6,28.5714285714286
"cg00603890",2,9.52380952380952
"cg00603908",2,9.52380952380952
"cg00604334",1,4.76190476190476
"cg00606697",1,4.76190476190476
"cg00607832",11,52.3809523809524
"cg00608216",3,14.2857142857143
"cg00612979",10,47.6190476190476
"cg00618271",12,57.1428571428571
"cg00619733",5,23.8095238095238
"cg00620547",8,38.0952380952381
"cg00620801",3,14.2857142857143
"cg00624146",1,4.76190476190476
"cg00624997",19,90.4761904761905
"cg00625211",1,4.76190476190476
"cg00626234",2,9.52380952380952
"cg00631550",6,28.5714285714286
"cg00631570",1,4.76190476190476
"cg00634258",14,66.6666666666667
"cg00635513",2,9.52380952380952
"cg00636526",1,4.76190476190476
"cg00636942",2,9.52380952380952
"cg00638631",2,9.52380952380952
"cg00639218",6,28.5714285714286
"cg00640090",9,42.8571428571429
"cg00644322",6,28.5714285714286
"cg00645078",15,71.4285714285714
"cg00645154",16,76.1904761904762
"cg00646073",7,33.3333333333333
"cg00646615",5,23.8095238095238
"cg00650309",3,14.2857142857143
"cg00650939",1,4.76190476190476
"cg00653004",4,19.047619047619
"cg00653063",4,19.047619047619
"cg00654360",17,80.9523809523809
"cg00658890",3,14.2857142857143
"cg00660880",19,90.4761904761905
"cg00661096",2,9.52380952380952
"cg00663464",9,42.8571428571429
"cg00666596",1,4.76190476190476
"cg00670176",4,19.047619047619
"cg00670939",1,4.76190476190476
"cg00676506",6,28.5714285714286
"cg00677272",1,4.76190476190476
"cg00678354",1,4.76190476190476
"cg00679624",5,23.8095238095238
"cg00679794",4,19.047619047619
"cg00683085",1,4.76190476190476
"cg00685703",15,71.4285714285714
"cg00689133",6,28.5714285714286
"cg00693004",7,33.3333333333333
"cg00693678",1,4.76190476190476
"cg00693915",2,9.52380952380952
"cg00694096",2,9.52380952380952
"cg00694557",1,4.76190476190476
"cg00698060",1,4.76190476190476
"cg00700117",12,57.1428571428571
"cg00701652",1,4.76190476190476
"cg00702478",1,4.76190476190476
"cg00703299",1,4.76190476190476
"cg00704421",1,4.76190476190476
"cg00706914",11,52.3809523809524
"cg00707517",2,9.52380952380952
"cg00714758",1,4.76190476190476
"cg00715521",16,76.1904761904762
"cg00719132",1,4.76190476190476
"cg00721572",1,4.76190476190476
"cg00722793",5,23.8095238095238
"cg00729060",6,28.5714285714286
"cg00729539",3,14.2857142857143
"cg00733288",4,19.047619047619
"cg00740159",1,4.76190476190476
"cg00740217",20,95.2380952380952
"cg00742920",4,19.047619047619
"cg00746233",1,4.76190476190476
"cg00748128",8,38.0952380952381
"cg00748253",3,14.2857142857143
"cg00749520",10,47.6190476190476
"cg00752601",2,9.52380952380952
"cg00755031",2,9.52380952380952
"cg00756092",1,4.76190476190476
"cg00757160",5,23.8095238095238
"cg00759426",4,19.047619047619
"cg00761830",1,4.76190476190476
"cg00763172",4,19.047619047619
"cg00771185",1,4.76190476190476
"cg00771309",3,14.2857142857143
"cg00773142",3,14.2857142857143
"cg00777656",1,4.76190476190476
"cg00783321",1,4.76190476190476
"cg00784197",1,4.76190476190476
"cg00785452",1,4.76190476190476
"cg00791621",16,76.1904761904762
"cg00791868",1,4.76190476190476
"cg00793432",2,9.52380952380952
"cg00794198",1,4.76190476190476
"cg00799878",1,4.76190476190476
"cg00800339",2,9.52380952380952
"cg00803762",2,9.52380952380952
"cg00803805",2,9.52380952380952
"cg00804980",16,76.1904761904762
"cg00808478",3,14.2857142857143
"cg00810818",1,4.76190476190476
"cg00812802",1,4.76190476190476
"cg00813233",1,4.76190476190476
"cg00814567",2,9.52380952380952
"cg00815869",1,4.76190476190476
"cg00816313",1,4.76190476190476
"cg00817749",6,28.5714285714286
"cg00818034",1,4.76190476190476
"cg00818868",1,4.76190476190476
"cg00819121",2,9.52380952380952
"cg00820809",2,9.52380952380952
"cg00822550",1,4.76190476190476
"cg00824312",16,76.1904761904762
"cg00828713",1,4.76190476190476
"cg00829995",4,19.047619047619
"cg00830121",1,4.76190476190476
"cg00832125",12,57.1428571428571
"cg00834587",1,4.76190476190476
"cg00835758",1,4.76190476190476
"cg00836542",1,4.76190476190476
"cg00839642",2,9.52380952380952
"cg00844633",1,4.76190476190476
"cg00846018",1,4.76190476190476
"cg00849044",2,9.52380952380952
"cg00849368",1,4.76190476190476
"cg00855102",3,14.2857142857143
"cg00855125",3,14.2857142857143
"cg00862297",1,4.76190476190476
"cg00862390",1,4.76190476190476
"cg00870671",1,4.76190476190476
"cg00870694",5,23.8095238095238
"cg00873517",2,9.52380952380952
"cg00876332",7,33.3333333333333
"cg00876785",1,4.76190476190476
"cg00877553",1,4.76190476190476
"cg00879303",1,4.76190476190476
"cg00883188",11,52.3809523809524
"cg00883225",1,4.76190476190476
"cg00885365",1,4.76190476190476
"cg00885833",1,4.76190476190476
"cg00886644",1,4.76190476190476
"cg00886748",4,19.047619047619
"cg00889714",4,19.047619047619
"cg00890191",1,4.76190476190476
"cg00890249",2,9.52380952380952
"cg00891796",13,61.9047619047619
"cg00892269",5,23.8095238095238
"cg00903277",1,4.76190476190476
"cg00903453",4,19.047619047619
"cg00906174",1,4.76190476190476
"cg00906360",5,23.8095238095238
"cg00907668",8,38.0952380952381
"cg00911551",1,4.76190476190476
"cg00914084",1,4.76190476190476
"cg00917413",1,4.76190476190476
"cg00918487",5,23.8095238095238
"cg00920864",1,4.76190476190476
"cg00923632",1,4.76190476190476
"cg00923686",3,14.2857142857143
"cg00923719",5,23.8095238095238
"cg00925469",9,42.8571428571429
"cg00926650",4,19.047619047619
"cg00929137",2,9.52380952380952
"cg00930881",1,4.76190476190476
"cg00937982",3,14.2857142857143
"cg00938069",1,4.76190476190476
"cg00940055",2,9.52380952380952
"cg00941708",1,4.76190476190476
"cg00945698",7,33.3333333333333
"cg00949479",2,9.52380952380952
"cg00955032",4,19.047619047619
"cg00957886",1,4.76190476190476
"cg00960840",4,19.047619047619
"cg00962228",6,28.5714285714286
"cg00963635",13,61.9047619047619
"cg00970481",1,4.76190476190476
"cg00972806",4,19.047619047619
"cg00977469",1,4.76190476190476
"cg00978415",2,9.52380952380952
"cg00980194",3,14.2857142857143
"cg00981513",1,4.76190476190476
"cg00981832",1,4.76190476190476
"cg00990158",20,95.2380952380952
"cg00990166",2,9.52380952380952
"cg00990927",1,4.76190476190476
"cg00992795",2,9.52380952380952
"cg00992802",2,9.52380952380952
"cg00993050",5,23.8095238095238
"cg00997361",1,4.76190476190476
"cg00998462",9,42.8571428571429
"cg01000614",2,9.52380952380952
"cg01002112",1,4.76190476190476
"cg01003685",1,4.76190476190476
"cg01005728",1,4.76190476190476
"cg01005786",15,71.4285714285714
"cg01007370",1,4.76190476190476
"cg01007821",1,4.76190476190476
"cg01009586",5,23.8095238095238
"cg01011173",1,4.76190476190476
"cg01012080",1,4.76190476190476
"cg01013403",11,52.3809523809524
"cg01016741",2,9.52380952380952
"cg01016742",3,14.2857142857143
"cg01017800",1,4.76190476190476
"cg01020128",9,42.8571428571429
"cg01020363",2,9.52380952380952
"cg01022117",2,9.52380952380952
"cg01023954",1,4.76190476190476
"cg01024757",1,4.76190476190476
"cg01024808",2,9.52380952380952
"cg01026025",1,4.76190476190476
"cg01029182",3,14.2857142857143
"cg01030411",1,4.76190476190476
"cg01030629",1,4.76190476190476
"cg01032486",1,4.76190476190476
"cg01032589",1,4.76190476190476
"cg01035598",1,4.76190476190476
"cg01035626",1,4.76190476190476
"cg01035923",1,4.76190476190476
"cg01038861",1,4.76190476190476
"cg01042252",1,4.76190476190476
"cg01043399",9,42.8571428571429
"cg01044271",2,9.52380952380952
"cg01044542",15,71.4285714285714
"cg01044698",1,4.76190476190476
"cg01046561",1,4.76190476190476
"cg01047748",1,4.76190476190476
"cg01052727",1,4.76190476190476
"cg01058253",2,9.52380952380952
"cg01059694",2,9.52380952380952
"cg01061397",1,4.76190476190476
"cg01061520",5,23.8095238095238
"cg01061952",7,33.3333333333333
"cg01062859",7,33.3333333333333
"cg01064256",3,14.2857142857143
"cg01064665",6,28.5714285714286
"cg01064704",2,9.52380952380952
"cg01065652",1,4.76190476190476
"cg01067167",14,66.6666666666667
"cg01068107",1,4.76190476190476
"cg01068242",1,4.76190476190476
"cg01072550",4,19.047619047619
"cg01073572",5,23.8095238095238
"cg01076082",1,4.76190476190476
"cg01077080",2,9.52380952380952
"cg01077499",7,33.3333333333333
"cg01082288",16,76.1904761904762
"cg01083686",1,4.76190476190476
"cg01084562",1,4.76190476190476
"cg01085533",1,4.76190476190476
"cg01087872",1,4.76190476190476
"cg01089082",1,4.76190476190476
"cg01089174",5,23.8095238095238
"cg01089366",1,4.76190476190476
"cg01091242",1,4.76190476190476
"cg01091570",1,4.76190476190476
"cg01094580",2,9.52380952380952
"cg01098309",10,47.6190476190476
"cg01101782",1,4.76190476190476
"cg01110155",1,4.76190476190476
"cg01110291",1,4.76190476190476
"cg01111108",1,4.76190476190476
"cg01111154",16,76.1904761904762
"cg01112232",2,9.52380952380952
"cg01113409",1,4.76190476190476
"cg01119707",1,4.76190476190476
"cg01119724",1,4.76190476190476
"cg01122123",1,4.76190476190476
"cg01123243",10,47.6190476190476
"cg01124605",2,9.52380952380952
"cg01126692",1,4.76190476190476
"cg01128909",3,14.2857142857143
"cg01129580",2,9.52380952380952
"cg01131208",1,4.76190476190476
"cg01131999",3,14.2857142857143
"cg01135239",3,14.2857142857143
"cg01135870",4,19.047619047619
"cg01136754",3,14.2857142857143
"cg01139189",1,4.76190476190476
"cg01143780",1,4.76190476190476
"cg01145661",1,4.76190476190476
"cg01146879",1,4.76190476190476
"cg01146896",1,4.76190476190476
"cg01148781",1,4.76190476190476
"cg01149634",9,42.8571428571429
"cg01154508",1,4.76190476190476
"cg01156508",1,4.76190476190476
"cg01157950",3,14.2857142857143
"cg01159196",1,4.76190476190476
"cg01159344",1,4.76190476190476
"cg01160274",1,4.76190476190476
"cg01161438",2,9.52380952380952
"cg01162053",1,4.76190476190476
"cg01162521",1,4.76190476190476
"cg01165387",1,4.76190476190476
"cg01165412",1,4.76190476190476
"cg01166187",1,4.76190476190476
"cg01169660",2,9.52380952380952
"cg01170456",12,57.1428571428571
"cg01171696",1,4.76190476190476
"cg01177539",7,33.3333333333333
"cg01179110",8,38.0952380952381
"cg01183517",2,9.52380952380952
"cg01183860",1,4.76190476190476
"cg01184709",12,57.1428571428571
"cg01185767",9,42.8571428571429
"cg01186006",1,4.76190476190476
"cg01188170",2,9.52380952380952
"cg01190056",1,4.76190476190476
"cg01190989",1,4.76190476190476
"cg01193159",3,14.2857142857143
"cg01193223",3,14.2857142857143
"cg01195881",2,9.52380952380952
"cg01196158",1,4.76190476190476
"cg01198358",12,57.1428571428571
"cg01199923",1,4.76190476190476
"cg01200732",3,14.2857142857143
"cg01201387",1,4.76190476190476
"cg01201449",2,9.52380952380952
"cg01202019",2,9.52380952380952
"cg01204646",4,19.047619047619
"cg01204709",1,4.76190476190476
"cg01206017",1,4.76190476190476
"cg01212877",3,14.2857142857143
"cg01215343",6,28.5714285714286
"cg01227742",1,4.76190476190476
"cg01229100",6,28.5714285714286
"cg01231835",1,4.76190476190476
"cg01232331",2,9.52380952380952
"cg01234333",3,14.2857142857143
"cg01234911",1,4.76190476190476
"cg01235006",1,4.76190476190476
"cg01235489",3,14.2857142857143
"cg01236641",7,33.3333333333333
"cg01241241",1,4.76190476190476
"cg01242029",1,4.76190476190476
"cg01242456",4,19.047619047619
"cg01247301",1,4.76190476190476
"cg01249778",1,4.76190476190476
"cg01254125",2,9.52380952380952
"cg01254170",1,4.76190476190476
"cg01254501",7,33.3333333333333
"cg01257162",1,4.76190476190476
"cg01257752",3,14.2857142857143
"cg01261035",3,14.2857142857143
"cg01261289",5,23.8095238095238
"cg01262337",1,4.76190476190476
"cg01262569",1,4.76190476190476
"cg01266362",4,19.047619047619
"cg01268269",13,61.9047619047619
"cg01268635",1,4.76190476190476
"cg01269314",6,28.5714285714286
"cg01272498",1,4.76190476190476
"cg01273559",1,4.76190476190476
"cg01274266",3,14.2857142857143
"cg01274867",1,4.76190476190476
"cg01275262",1,4.76190476190476
"cg01276082",1,4.76190476190476
"cg01276256",15,71.4285714285714
"cg01279017",1,4.76190476190476
"cg01280056",1,4.76190476190476
"cg01280283",7,33.3333333333333
"cg01283976",1,4.76190476190476
"cg01285144",1,4.76190476190476
"cg01288933",1,4.76190476190476
"cg01289112",13,61.9047619047619
"cg01289141",2,9.52380952380952
"cg01299558",1,4.76190476190476
"cg01300783",1,4.76190476190476
"cg01301587",1,4.76190476190476
"cg01309118",13,61.9047619047619
"cg01309859",3,14.2857142857143
"cg01311227",6,28.5714285714286
"cg01312898",13,61.9047619047619
"cg01312974",1,4.76190476190476
"cg01314555",1,4.76190476190476
"cg01316648",1,4.76190476190476
"cg01317379",6,28.5714285714286
"cg01320533",1,4.76190476190476
"cg01322699",15,71.4285714285714
"cg01323376",1,4.76190476190476
"cg01326867",3,14.2857142857143
"cg01327685",1,4.76190476190476
"cg01328467",1,4.76190476190476
"cg01328499",1,4.76190476190476
"cg01335710",13,61.9047619047619
"cg01339103",7,33.3333333333333
"cg01340757",2,9.52380952380952
"cg01342217",3,14.2857142857143
"cg01343478",1,4.76190476190476
"cg01344727",4,19.047619047619
"cg01349063",1,4.76190476190476
"cg01353621",3,14.2857142857143
"cg01355256",1,4.76190476190476
"cg01357719",1,4.76190476190476
"cg01361239",14,66.6666666666667
"cg01362175",5,23.8095238095238
"cg01365799",1,4.76190476190476
"cg01367697",2,9.52380952380952
"cg01368132",5,23.8095238095238
"cg01368550",2,9.52380952380952
"cg01368615",1,4.76190476190476
"cg01369829",1,4.76190476190476
"cg01369924",1,4.76190476190476
"cg01372407",2,9.52380952380952
"cg01372605",2,9.52380952380952
"cg01375382",8,38.0952380952381
"cg01376931",2,9.52380952380952
"cg01377766",1,4.76190476190476
"cg01379853",2,9.52380952380952
"cg01380042",1,4.76190476190476
"cg01384410",2,9.52380952380952
"cg01386711",11,52.3809523809524
"cg01389693",5,23.8095238095238
"cg01395581",3,14.2857142857143
"cg01396391",1,4.76190476190476
"cg01398801",16,76.1904761904762
"cg01399353",3,14.2857142857143
"cg01401004",1,4.76190476190476
"cg01404063",3,14.2857142857143
"cg01406203",2,9.52380952380952
"cg01412037",1,4.76190476190476
"cg01412042",1,4.76190476190476
"cg01412254",2,9.52380952380952
"cg01413382",1,4.76190476190476
"cg01414178",1,4.76190476190476
"cg01414738",1,4.76190476190476
"cg01414824",3,14.2857142857143
"cg01415341",1,4.76190476190476
"cg01417946",1,4.76190476190476
"cg01420674",1,4.76190476190476
"cg01422127",17,80.9523809523809
"cg01422679",17,80.9523809523809
"cg01423533",1,4.76190476190476
"cg01423686",2,9.52380952380952
"cg01430167",1,4.76190476190476
"cg01430844",3,14.2857142857143
"cg01433173",1,4.76190476190476
"cg01443549",1,4.76190476190476
"cg01446171",1,4.76190476190476
"cg01449302",1,4.76190476190476
"cg01451654",10,47.6190476190476
"cg01454837",2,9.52380952380952
"cg01459180",3,14.2857142857143
"cg01459650",3,14.2857142857143
"cg01460957",1,4.76190476190476
"cg01462439",2,9.52380952380952
"cg01463110",7,33.3333333333333
"cg01467594",2,9.52380952380952
"cg01469599",7,33.3333333333333
"cg01470321",1,4.76190476190476
"cg01471539",1,4.76190476190476
"cg01473123",2,9.52380952380952
"cg01474060",1,4.76190476190476
"cg01474855",5,23.8095238095238
"cg01474866",5,23.8095238095238
"cg01485008",2,9.52380952380952
"cg01489361",1,4.76190476190476
"cg01489508",1,4.76190476190476
"cg01492550",8,38.0952380952381
"cg01493956",2,9.52380952380952
"cg01494789",2,9.52380952380952
"cg01495667",1,4.76190476190476
"cg01495866",8,38.0952380952381
"cg01496896",2,9.52380952380952
"cg01497939",1,4.76190476190476
"cg01498845",2,9.52380952380952
"cg01498999",8,38.0952380952381
"cg01501399",1,4.76190476190476
"cg01504391",2,9.52380952380952
"cg01507469",1,4.76190476190476
"cg01511514",2,9.52380952380952
"cg01512328",1,4.76190476190476
"cg01522307",3,14.2857142857143
"cg01525178",6,28.5714285714286
"cg01525343",1,4.76190476190476
"cg01525416",1,4.76190476190476
"cg01525879",1,4.76190476190476
"cg01525935",1,4.76190476190476
"cg01526050",3,14.2857142857143
"cg01526291",1,4.76190476190476
"cg01528297",1,4.76190476190476
"cg01530434",1,4.76190476190476
"cg01530466",7,33.3333333333333
"cg01534271",1,4.76190476190476
"cg01534593",1,4.76190476190476
"cg01535213",6,28.5714285714286
"cg01535617",8,38.0952380952381
"cg01537407",3,14.2857142857143
"cg01537972",1,4.76190476190476
"cg01538208",10,47.6190476190476
"cg01539879",1,4.76190476190476
"cg01540522",1,4.76190476190476
"cg01540713",2,9.52380952380952
"cg01541725",4,19.047619047619
"cg01543594",4,19.047619047619
"cg01543871",1,4.76190476190476
"cg01545630",4,19.047619047619
"cg01548763",4,19.047619047619
"cg01552920",2,9.52380952380952
"cg01552958",14,66.6666666666667
"cg01553554",3,14.2857142857143
"cg01553984",1,4.76190476190476
"cg01557694",1,4.76190476190476
"cg01560382",2,9.52380952380952
"cg01560766",4,19.047619047619
"cg01565755",1,4.76190476190476
"cg01569372",3,14.2857142857143
"cg01570901",1,4.76190476190476
"cg01571766",2,9.52380952380952
"cg01571956",2,9.52380952380952
"cg01581686",1,4.76190476190476
"cg01583915",1,4.76190476190476
"cg01584174",1,4.76190476190476
"cg01584568",1,4.76190476190476
"cg01588362",15,71.4285714285714
"cg01591425",12,57.1428571428571
"cg01597029",1,4.76190476190476
"cg01597689",9,42.8571428571429
"cg01599303",9,42.8571428571429
"cg01599592",4,19.047619047619
"cg01605470",1,4.76190476190476
"cg01605885",5,23.8095238095238
"cg01608680",2,9.52380952380952
"cg01608962",1,4.76190476190476
"cg01611587",4,19.047619047619
"cg01613954",1,4.76190476190476
"cg01614387",1,4.76190476190476
"cg01615719",1,4.76190476190476
"cg01617431",1,4.76190476190476
"cg01617520",1,4.76190476190476
"cg01617955",3,14.2857142857143
"cg01619887",1,4.76190476190476
"cg01620849",1,4.76190476190476
"cg01621934",2,9.52380952380952
"cg01623243",1,4.76190476190476
"cg01625382",2,9.52380952380952
"cg01625392",13,61.9047619047619
"cg01626050",8,38.0952380952381
"cg01627172",1,4.76190476190476
"cg01630765",1,4.76190476190476
"cg01632922",2,9.52380952380952
"cg01633269",1,4.76190476190476
"cg01639960",2,9.52380952380952
"cg01640287",1,4.76190476190476
"cg01642264",1,4.76190476190476
"cg01642577",9,42.8571428571429
"cg01643569",1,4.76190476190476
"cg01644972",6,28.5714285714286
"cg01645676",1,4.76190476190476
"cg01647384",1,4.76190476190476
"cg01647561",1,4.76190476190476
"cg01648869",11,52.3809523809524
"cg01649224",2,9.52380952380952
"cg01650480",1,4.76190476190476
